feature_id	simulated_effect	nominal_log2_fold_change
ENSG90000000697	null_or_subject_noise	0.0
ENSG90000000698	null_or_subject_noise	0.0
ENSG90000000699	null_or_subject_noise	0.0
ENSG90000000700	null_or_subject_noise	0.0
ENSG90000000701	null_or_subject_noise	0.0
ENSG90000000702	null_or_subject_noise	0.0
ENSG90000000703	null_or_subject_noise	0.0
ENSG90000000704	null_or_subject_noise	0.0
ENSG90000000705	null_or_subject_noise	0.0
ENSG90000000706	null_or_subject_noise	0.0
ENSG90000000707	null_or_subject_noise	0.0
ENSG90000000708	null_or_subject_noise	0.0
ENSG90000000709	null_or_subject_noise	0.0
ENSG90000000710	null_or_subject_noise	0.0
ENSG90000000711	null_or_subject_noise	0.0
ENSG90000000712	null_or_subject_noise	0.0
ENSG90000000713	null_or_subject_noise	0.0
ENSG90000000714	null_or_subject_noise	0.0
ENSG90000000715	null_or_subject_noise	0.0
ENSG90000000716	null_or_subject_noise	0.0
ENSG90000000717	null_or_subject_noise	0.0
ENSG90000000718	null_or_subject_noise	0.0
ENSG90000000719	null_or_subject_noise	0.0
ENSG90000000720	null_or_subject_noise	0.0
ENSG90000000721	null_or_subject_noise	0.0
ENSG90000000722	null_or_subject_noise	0.0
ENSG90000000723	null_or_subject_noise	0.0
ENSG90000000724	null_or_subject_noise	0.0
ENSG90000000725	null_or_subject_noise	0.0
ENSG90000000726	null_or_subject_noise	0.0
ENSG90000000727	null_or_subject_noise	0.0
ENSG90000000728	null_or_subject_noise	0.0
ENSG90000000729	null_or_subject_noise	0.0
ENSG90000000730	null_or_subject_noise	0.0
ENSG90000000731	null_or_subject_noise	0.0
ENSG90000000732	null_or_subject_noise	0.0
ENSG90000000733	null_or_subject_noise	0.0
ENSG90000000734	null_or_subject_noise	0.0
ENSG90000000735	null_or_subject_noise	0.0
ENSG90000000736	null_or_subject_noise	0.0
ENSG90000000737	null_or_subject_noise	0.0
ENSG90000000738	null_or_subject_noise	0.0
ENSG90000000739	null_or_subject_noise	0.0
ENSG90000000740	null_or_subject_noise	0.0
ENSG90000000741	null_or_subject_noise	0.0
ENSG90000000742	null_or_subject_noise	0.0
ENSG90000000743	null_or_subject_noise	0.0
ENSG90000000744	null_or_subject_noise	0.0
ENSG90000000745	null_or_subject_noise	0.0
ENSG90000000746	null_or_subject_noise	0.0
ENSG90000000747	null_or_subject_noise	0.0
ENSG90000000748	null_or_subject_noise	0.0
ENSG90000000749	null_or_subject_noise	0.0
ENSG90000000750	null_or_subject_noise	0.0
ENSG90000000751	null_or_subject_noise	0.0
ENSG90000000752	null_or_subject_noise	0.0
ENSG90000000753	null_or_subject_noise	0.0
ENSG90000000754	null_or_subject_noise	0.0
ENSG90000000755	null_or_subject_noise	0.0
ENSG90000000756	null_or_subject_noise	0.0
ENSG90000000757	null_or_subject_noise	0.0
ENSG90000000758	null_or_subject_noise	0.0
ENSG90000000759	null_or_subject_noise	0.0
ENSG90000000760	null_or_subject_noise	0.0
ENSG90000000761	null_or_subject_noise	0.0
ENSG90000000762	null_or_subject_noise	0.0
ENSG90000000763	null_or_subject_noise	0.0
ENSG90000000764	null_or_subject_noise	0.0
ENSG90000000765	null_or_subject_noise	0.0
ENSG90000000766	null_or_subject_noise	0.0
ENSG90000000767	null_or_subject_noise	0.0
ENSG90000000768	null_or_subject_noise	0.0
ENSG90000000769	null_or_subject_noise	0.0
ENSG90000000770	null_or_subject_noise	0.0
ENSG90000000771	null_or_subject_noise	0.0
ENSG90000000772	null_or_subject_noise	0.0
ENSG90000000773	null_or_subject_noise	0.0
ENSG90000000774	null_or_subject_noise	0.0
ENSG90000000775	null_or_subject_noise	0.0
ENSG90000000776	null_or_subject_noise	0.0
ENSG90000000777	null_or_subject_noise	0.0
ENSG90000000778	null_or_subject_noise	0.0
ENSG90000000779	null_or_subject_noise	0.0
ENSG90000000780	null_or_subject_noise	0.0
ENSG90000000781	null_or_subject_noise	0.0
ENSG90000000782	null_or_subject_noise	0.0
ENSG90000000783	null_or_subject_noise	0.0
ENSG90000000784	null_or_subject_noise	0.0
ENSG90000000785	null_or_subject_noise	0.0
ENSG90000000786	null_or_subject_noise	0.0
ENSG90000000787	null_or_subject_noise	0.0
ENSG90000000788	null_or_subject_noise	0.0
ENSG90000000789	null_or_subject_noise	0.0
ENSG90000000790	null_or_subject_noise	0.0
ENSG90000000791	null_or_subject_noise	0.0
ENSG90000000792	null_or_subject_noise	0.0
ENSG90000000793	null_or_subject_noise	0.0
ENSG90000000794	null_or_subject_noise	0.0
ENSG90000000795	null_or_subject_noise	0.0
ENSG90000000796	null_or_subject_noise	0.0
ENSG90000000797	null_or_subject_noise	0.0
ENSG90000000798	null_or_subject_noise	0.0
ENSG90000000799	null_or_subject_noise	0.0
ENSG90000000800	null_or_subject_noise	0.0
ENSG90000000801	null_or_subject_noise	0.0
ENSG90000000802	null_or_subject_noise	0.0
ENSG90000000803	null_or_subject_noise	0.0
ENSG90000000804	null_or_subject_noise	0.0
ENSG90000000805	null_or_subject_noise	0.0
ENSG90000000806	null_or_subject_noise	0.0
ENSG90000000807	null_or_subject_noise	0.0
ENSG90000000808	null_or_subject_noise	0.0
ENSG90000000809	null_or_subject_noise	0.0
ENSG90000000810	null_or_subject_noise	0.0
ENSG90000000811	null_or_subject_noise	0.0
ENSG90000000812	null_or_subject_noise	0.0
ENSG90000000813	null_or_subject_noise	0.0
ENSG90000000814	null_or_subject_noise	0.0
ENSG90000000815	null_or_subject_noise	0.0
ENSG90000000816	null_or_subject_noise	0.0
ENSG90000000817	null_or_subject_noise	0.0
ENSG90000000818	null_or_subject_noise	0.0
ENSG90000000819	null_or_subject_noise	0.0
ENSG90000000820	null_or_subject_noise	0.0
ENSG90000000821	null_or_subject_noise	0.0
ENSG90000000822	null_or_subject_noise	0.0
ENSG90000000823	null_or_subject_noise	0.0
ENSG90000000824	null_or_subject_noise	0.0
ENSG90000000825	null_or_subject_noise	0.0
ENSG90000000826	null_or_subject_noise	0.0
ENSG90000000827	null_or_subject_noise	0.0
ENSG90000000828	null_or_subject_noise	0.0
ENSG90000000829	null_or_subject_noise	0.0
ENSG90000000830	null_or_subject_noise	0.0
ENSG90000000831	null_or_subject_noise	0.0
ENSG90000000832	null_or_subject_noise	0.0
ENSG90000000833	null_or_subject_noise	0.0
ENSG90000000834	null_or_subject_noise	0.0
ENSG90000000835	null_or_subject_noise	0.0
ENSG90000000836	null_or_subject_noise	0.0
ENSG90000000837	null_or_subject_noise	0.0
ENSG90000000838	null_or_subject_noise	0.0
ENSG90000000839	null_or_subject_noise	0.0
ENSG90000000840	null_or_subject_noise	0.0
ENSG90000000841	null_or_subject_noise	0.0
ENSG90000000842	null_or_subject_noise	0.0
ENSG90000000843	null_or_subject_noise	0.0
ENSG90000000844	null_or_subject_noise	0.0
ENSG90000000845	null_or_subject_noise	0.0
ENSG90000000846	null_or_subject_noise	0.0
ENSG90000000847	null_or_subject_noise	0.0
ENSG90000000848	null_or_subject_noise	0.0
ENSG90000000849	null_or_subject_noise	0.0
ENSG90000000850	null_or_subject_noise	0.0
ENSG90000000851	null_or_subject_noise	0.0
ENSG90000000852	null_or_subject_noise	0.0
ENSG90000000853	null_or_subject_noise	0.0
ENSG90000000854	null_or_subject_noise	0.0
ENSG90000000855	null_or_subject_noise	0.0
ENSG90000000856	null_or_subject_noise	0.0
ENSG90000000857	null_or_subject_noise	0.0
ENSG90000000858	null_or_subject_noise	0.0
ENSG90000000859	null_or_subject_noise	0.0
ENSG90000000860	null_or_subject_noise	0.0
ENSG90000000861	null_or_subject_noise	0.0
ENSG90000000862	null_or_subject_noise	0.0
ENSG90000000863	null_or_subject_noise	0.0
ENSG90000000864	null_or_subject_noise	0.0
ENSG90000000865	null_or_subject_noise	0.0
ENSG90000000866	null_or_subject_noise	0.0
ENSG90000000867	null_or_subject_noise	0.0
ENSG90000000868	null_or_subject_noise	0.0
ENSG90000000869	null_or_subject_noise	0.0
ENSG90000000870	null_or_subject_noise	0.0
ENSG90000000871	null_or_subject_noise	0.0
ENSG90000000872	null_or_subject_noise	0.0
ENSG90000000873	null_or_subject_noise	0.0
ENSG90000000874	null_or_subject_noise	0.0
ENSG90000000875	null_or_subject_noise	0.0
ENSG90000000876	null_or_subject_noise	0.0
ENSG90000000877	null_or_subject_noise	0.0
ENSG90000000878	null_or_subject_noise	0.0
ENSG90000000879	null_or_subject_noise	0.0
ENSG90000000880	null_or_subject_noise	0.0
ENSG90000000881	null_or_subject_noise	0.0
ENSG90000000882	null_or_subject_noise	0.0
ENSG90000000883	null_or_subject_noise	0.0
ENSG90000000884	null_or_subject_noise	0.0
ENSG90000000885	null_or_subject_noise	0.0
ENSG90000000886	null_or_subject_noise	0.0
ENSG90000000887	null_or_subject_noise	0.0
ENSG90000000888	null_or_subject_noise	0.0
ENSG90000000889	null_or_subject_noise	0.0
ENSG90000000890	null_or_subject_noise	0.0
ENSG90000000891	null_or_subject_noise	0.0
ENSG90000000892	null_or_subject_noise	0.0
ENSG90000000893	null_or_subject_noise	0.0
ENSG90000000894	null_or_subject_noise	0.0
ENSG90000000895	null_or_subject_noise	0.0
ENSG90000000896	null_or_subject_noise	0.0
ENSG90000000897	null_or_subject_noise	0.0
ENSG90000000898	null_or_subject_noise	0.0
ENSG90000000899	null_or_subject_noise	0.0
ENSG90000000900	null_or_subject_noise	0.0
ENSG90000000901	null_or_subject_noise	0.0
ENSG90000000902	null_or_subject_noise	0.0
ENSG90000000903	null_or_subject_noise	0.0
ENSG90000000904	null_or_subject_noise	0.0
ENSG90000000905	null_or_subject_noise	0.0
ENSG90000000906	null_or_subject_noise	0.0
ENSG90000000907	null_or_subject_noise	0.0
ENSG90000000908	null_or_subject_noise	0.0
ENSG90000000909	null_or_subject_noise	0.0
ENSG90000000910	null_or_subject_noise	0.0
ENSG90000000911	null_or_subject_noise	0.0
ENSG90000000912	null_or_subject_noise	0.0
ENSG90000000913	null_or_subject_noise	0.0
ENSG90000000914	null_or_subject_noise	0.0
ENSG90000000915	null_or_subject_noise	0.0
ENSG90000000916	null_or_subject_noise	0.0
ENSG90000000917	null_or_subject_noise	0.0
ENSG90000000918	null_or_subject_noise	0.0
ENSG90000000919	null_or_subject_noise	0.0
ENSG90000000920	null_or_subject_noise	0.0
ENSG90000000921	null_or_subject_noise	0.0
ENSG90000000922	null_or_subject_noise	0.0
ENSG90000000923	null_or_subject_noise	0.0
ENSG90000000924	null_or_subject_noise	0.0
ENSG90000000925	null_or_subject_noise	0.0
ENSG90000000926	null_or_subject_noise	0.0
ENSG90000000927	null_or_subject_noise	0.0
ENSG90000000928	null_or_subject_noise	0.0
ENSG90000000929	null_or_subject_noise	0.0
ENSG90000000930	null_or_subject_noise	0.0
ENSG90000000931	null_or_subject_noise	0.0
ENSG90000000932	null_or_subject_noise	0.0
ENSG90000000933	null_or_subject_noise	0.0
ENSG90000000934	null_or_subject_noise	0.0
ENSG90000000935	null_or_subject_noise	0.0
ENSG90000000936	null_or_subject_noise	0.0
ENSG90000000937	null_or_subject_noise	0.0
ENSG90000000938	null_or_subject_noise	0.0
ENSG90000000939	null_or_subject_noise	0.0
ENSG90000000940	null_or_subject_noise	0.0
ENSG90000000941	null_or_subject_noise	0.0
ENSG90000000942	null_or_subject_noise	0.0
ENSG90000000943	null_or_subject_noise	0.0
ENSG90000000944	null_or_subject_noise	0.0
ENSG90000000945	null_or_subject_noise	0.0
ENSG90000000946	null_or_subject_noise	0.0
ENSG90000000947	null_or_subject_noise	0.0
ENSG90000000948	null_or_subject_noise	0.0
ENSG90000000949	null_or_subject_noise	0.0
ENSG90000000950	null_or_subject_noise	0.0
ENSG90000000951	null_or_subject_noise	0.0
ENSG90000000952	null_or_subject_noise	0.0
ENSG90000000953	null_or_subject_noise	0.0
ENSG90000000954	null_or_subject_noise	0.0
ENSG90000000955	null_or_subject_noise	0.0
ENSG90000000956	null_or_subject_noise	0.0
ENSG90000000957	null_or_subject_noise	0.0
ENSG90000000958	null_or_subject_noise	0.0
ENSG90000000959	null_or_subject_noise	0.0
ENSG90000000960	null_or_subject_noise	0.0
ENSG90000000961	null_or_subject_noise	0.0
ENSG90000000962	null_or_subject_noise	0.0
ENSG90000000963	null_or_subject_noise	0.0
ENSG90000000964	null_or_subject_noise	0.0
ENSG90000000965	null_or_subject_noise	0.0
ENSG90000000966	null_or_subject_noise	0.0
ENSG90000000967	null_or_subject_noise	0.0
ENSG90000000968	null_or_subject_noise	0.0
ENSG90000000969	null_or_subject_noise	0.0
ENSG90000000970	null_or_subject_noise	0.0
ENSG90000000971	null_or_subject_noise	0.0
ENSG90000000972	null_or_subject_noise	0.0
ENSG90000000973	null_or_subject_noise	0.0
ENSG90000000974	null_or_subject_noise	0.0
ENSG90000000975	null_or_subject_noise	0.0
ENSG90000000976	null_or_subject_noise	0.0
ENSG90000000977	null_or_subject_noise	0.0
ENSG90000000978	null_or_subject_noise	0.0
ENSG90000000979	null_or_subject_noise	0.0
ENSG90000000980	null_or_subject_noise	0.0
ENSG90000000981	null_or_subject_noise	0.0
ENSG90000000982	null_or_subject_noise	0.0
ENSG90000000983	null_or_subject_noise	0.0
ENSG90000000984	null_or_subject_noise	0.0
ENSG90000000985	null_or_subject_noise	0.0
ENSG90000000986	null_or_subject_noise	0.0
ENSG90000000987	null_or_subject_noise	0.0
ENSG90000000988	null_or_subject_noise	0.0
ENSG90000000989	null_or_subject_noise	0.0
ENSG90000000990	null_or_subject_noise	0.0
ENSG90000000991	null_or_subject_noise	0.0
ENSG90000000992	null_or_subject_noise	0.0
ENSG90000000993	null_or_subject_noise	0.0
ENSG90000000994	null_or_subject_noise	0.0
ENSG90000000995	null_or_subject_noise	0.0
ENSG90000000996	null_or_subject_noise	0.0
ENSG90000000997	null_or_subject_noise	0.0
ENSG90000000998	null_or_subject_noise	0.0
ENSG90000000999	null_or_subject_noise	0.0
ENSG90000001000	null_or_subject_noise	0.0
ENSG90000001001	null_or_subject_noise	0.0
ENSG90000001002	null_or_subject_noise	0.0
ENSG90000001003	null_or_subject_noise	0.0
ENSG90000001004	null_or_subject_noise	0.0
ENSG90000001005	null_or_subject_noise	0.0
ENSG90000001006	null_or_subject_noise	0.0
ENSG90000001007	null_or_subject_noise	0.0
ENSG90000001008	null_or_subject_noise	0.0
ENSG90000001009	null_or_subject_noise	0.0
ENSG90000001010	null_or_subject_noise	0.0
ENSG90000001011	null_or_subject_noise	0.0
ENSG90000001012	null_or_subject_noise	0.0
ENSG90000001013	null_or_subject_noise	0.0
ENSG90000001014	null_or_subject_noise	0.0
ENSG90000001015	null_or_subject_noise	0.0
ENSG90000001016	null_or_subject_noise	0.0
ENSG90000001017	null_or_subject_noise	0.0
ENSG90000001018	null_or_subject_noise	0.0
ENSG90000001019	null_or_subject_noise	0.0
ENSG90000001020	null_or_subject_noise	0.0
ENSG90000001021	null_or_subject_noise	0.0
ENSG90000001022	null_or_subject_noise	0.0
ENSG90000001023	null_or_subject_noise	0.0
ENSG90000001024	null_or_subject_noise	0.0
ENSG90000001025	null_or_subject_noise	0.0
ENSG90000001026	null_or_subject_noise	0.0
ENSG90000001027	null_or_subject_noise	0.0
ENSG90000001028	null_or_subject_noise	0.0
ENSG90000001029	null_or_subject_noise	0.0
ENSG90000001030	null_or_subject_noise	0.0
ENSG90000001031	null_or_subject_noise	0.0
ENSG90000001032	null_or_subject_noise	0.0
ENSG90000001033	null_or_subject_noise	0.0
ENSG90000001034	null_or_subject_noise	0.0
ENSG90000001035	null_or_subject_noise	0.0
ENSG90000001036	null_or_subject_noise	0.0
ENSG90000001037	null_or_subject_noise	0.0
ENSG90000001038	null_or_subject_noise	0.0
ENSG90000001039	null_or_subject_noise	0.0
ENSG90000001040	null_or_subject_noise	0.0
ENSG90000001041	null_or_subject_noise	0.0
ENSG90000001042	null_or_subject_noise	0.0
ENSG90000001043	null_or_subject_noise	0.0
ENSG90000001044	null_or_subject_noise	0.0
ENSG90000001045	null_or_subject_noise	0.0
ENSG90000001046	null_or_subject_noise	0.0
ENSG90000001047	null_or_subject_noise	0.0
ENSG90000001048	null_or_subject_noise	0.0
ENSG90000001049	null_or_subject_noise	0.0
ENSG90000001050	null_or_subject_noise	0.0
ENSG90000001051	null_or_subject_noise	0.0
ENSG90000001052	null_or_subject_noise	0.0
ENSG90000001053	null_or_subject_noise	0.0
ENSG90000001054	null_or_subject_noise	0.0
ENSG90000001055	null_or_subject_noise	0.0
ENSG90000001056	null_or_subject_noise	0.0
ENSG90000001057	null_or_subject_noise	0.0
ENSG90000001058	null_or_subject_noise	0.0
ENSG90000001059	null_or_subject_noise	0.0
ENSG90000001060	null_or_subject_noise	0.0
ENSG90000001061	null_or_subject_noise	0.0
ENSG90000001062	null_or_subject_noise	0.0
ENSG90000001063	null_or_subject_noise	0.0
ENSG90000001064	null_or_subject_noise	0.0
ENSG90000001065	null_or_subject_noise	0.0
ENSG90000001066	null_or_subject_noise	0.0
ENSG90000001067	null_or_subject_noise	0.0
ENSG90000001068	null_or_subject_noise	0.0
ENSG90000001069	null_or_subject_noise	0.0
ENSG90000001070	null_or_subject_noise	0.0
ENSG90000001071	null_or_subject_noise	0.0
ENSG90000001072	null_or_subject_noise	0.0
ENSG90000001073	null_or_subject_noise	0.0
ENSG90000001074	null_or_subject_noise	0.0
ENSG90000001075	null_or_subject_noise	0.0
ENSG90000001076	null_or_subject_noise	0.0
ENSG90000001077	null_or_subject_noise	0.0
ENSG90000001078	null_or_subject_noise	0.0
ENSG90000001079	null_or_subject_noise	0.0
ENSG90000001080	null_or_subject_noise	0.0
ENSG90000001081	null_or_subject_noise	0.0
ENSG90000001082	null_or_subject_noise	0.0
ENSG90000001083	null_or_subject_noise	0.0
ENSG90000001084	null_or_subject_noise	0.0
ENSG90000001085	null_or_subject_noise	0.0
ENSG90000001086	null_or_subject_noise	0.0
ENSG90000001087	null_or_subject_noise	0.0
ENSG90000001088	null_or_subject_noise	0.0
ENSG90000001089	null_or_subject_noise	0.0
ENSG90000001090	null_or_subject_noise	0.0
ENSG90000001091	null_or_subject_noise	0.0
ENSG90000001092	null_or_subject_noise	0.0
ENSG90000001093	null_or_subject_noise	0.0
ENSG90000001094	null_or_subject_noise	0.0
ENSG90000001095	null_or_subject_noise	0.0
ENSG90000001096	null_or_subject_noise	0.0
ENSG90000001097	null_or_subject_noise	0.0
ENSG90000001098	null_or_subject_noise	0.0
ENSG90000001099	null_or_subject_noise	0.0
ENSG90000001100	null_or_subject_noise	0.0
ENSG90000001101	null_or_subject_noise	0.0
ENSG90000001102	null_or_subject_noise	0.0
ENSG90000001103	null_or_subject_noise	0.0
ENSG90000001104	null_or_subject_noise	0.0
ENSG90000001105	null_or_subject_noise	0.0
ENSG90000001106	null_or_subject_noise	0.0
ENSG90000001107	null_or_subject_noise	0.0
ENSG90000001108	null_or_subject_noise	0.0
ENSG90000001109	null_or_subject_noise	0.0
ENSG90000001110	null_or_subject_noise	0.0
ENSG90000001111	null_or_subject_noise	0.0
ENSG90000001112	null_or_subject_noise	0.0
ENSG90000001113	null_or_subject_noise	0.0
ENSG90000001114	null_or_subject_noise	0.0
ENSG90000001115	null_or_subject_noise	0.0
ENSG90000001116	null_or_subject_noise	0.0
ENSG90000001117	null_or_subject_noise	0.0
ENSG90000001118	null_or_subject_noise	0.0
ENSG90000001119	null_or_subject_noise	0.0
ENSG90000001120	null_or_subject_noise	0.0
ENSG90000001121	null_or_subject_noise	0.0
ENSG90000001122	null_or_subject_noise	0.0
ENSG90000001123	null_or_subject_noise	0.0
ENSG90000001124	null_or_subject_noise	0.0
ENSG90000001125	null_or_subject_noise	0.0
ENSG90000001126	null_or_subject_noise	0.0
ENSG90000001127	null_or_subject_noise	0.0
ENSG90000001128	null_or_subject_noise	0.0
ENSG90000001129	null_or_subject_noise	0.0
ENSG90000001130	null_or_subject_noise	0.0
ENSG90000001131	null_or_subject_noise	0.0
ENSG90000001132	null_or_subject_noise	0.0
ENSG90000001133	null_or_subject_noise	0.0
ENSG90000001134	null_or_subject_noise	0.0
ENSG90000001135	null_or_subject_noise	0.0
ENSG90000001136	null_or_subject_noise	0.0
ENSG90000001137	null_or_subject_noise	0.0
ENSG90000001138	null_or_subject_noise	0.0
ENSG90000001139	null_or_subject_noise	0.0
ENSG90000001140	null_or_subject_noise	0.0
ENSG90000001141	null_or_subject_noise	0.0
ENSG90000001142	null_or_subject_noise	0.0
ENSG90000001143	null_or_subject_noise	0.0
ENSG90000001144	null_or_subject_noise	0.0
ENSG90000001145	null_or_subject_noise	0.0
ENSG90000001146	null_or_subject_noise	0.0
ENSG90000001147	null_or_subject_noise	0.0
ENSG90000001148	null_or_subject_noise	0.0
ENSG90000001149	null_or_subject_noise	0.0
ENSG90000001150	null_or_subject_noise	0.0
ENSG90000001151	null_or_subject_noise	0.0
ENSG90000001152	null_or_subject_noise	0.0
ENSG90000001153	null_or_subject_noise	0.0
ENSG90000001154	null_or_subject_noise	0.0
ENSG90000001155	null_or_subject_noise	0.0
ENSG90000001156	null_or_subject_noise	0.0
ENSG90000001157	null_or_subject_noise	0.0
ENSG90000001158	null_or_subject_noise	0.0
ENSG90000001159	null_or_subject_noise	0.0
ENSG90000001160	null_or_subject_noise	0.0
ENSG90000001161	null_or_subject_noise	0.0
ENSG90000001162	null_or_subject_noise	0.0
ENSG90000001163	null_or_subject_noise	0.0
ENSG90000001164	null_or_subject_noise	0.0
ENSG90000001165	null_or_subject_noise	0.0
ENSG90000001166	null_or_subject_noise	0.0
ENSG90000001167	null_or_subject_noise	0.0
ENSG90000001168	null_or_subject_noise	0.0
ENSG90000001169	null_or_subject_noise	0.0
ENSG90000001170	null_or_subject_noise	0.0
ENSG90000001171	null_or_subject_noise	0.0
ENSG90000001172	null_or_subject_noise	0.0
ENSG90000001173	null_or_subject_noise	0.0
ENSG90000001174	null_or_subject_noise	0.0
ENSG90000001175	null_or_subject_noise	0.0
ENSG90000001176	null_or_subject_noise	0.0
ENSG90000001177	null_or_subject_noise	0.0
ENSG90000001178	null_or_subject_noise	0.0
ENSG90000001179	null_or_subject_noise	0.0
ENSG90000001180	null_or_subject_noise	0.0
ENSG90000001181	null_or_subject_noise	0.0
ENSG90000001182	null_or_subject_noise	0.0
ENSG90000001183	null_or_subject_noise	0.0
ENSG90000001184	null_or_subject_noise	0.0
ENSG90000001185	null_or_subject_noise	0.0
ENSG90000001186	null_or_subject_noise	0.0
ENSG90000001187	null_or_subject_noise	0.0
ENSG90000001188	null_or_subject_noise	0.0
ENSG90000001189	null_or_subject_noise	0.0
ENSG90000001190	null_or_subject_noise	0.0
ENSG90000001191	null_or_subject_noise	0.0
ENSG90000001192	null_or_subject_noise	0.0
ENSG90000001193	null_or_subject_noise	0.0
ENSG90000001194	null_or_subject_noise	0.0
ENSG90000001195	null_or_subject_noise	0.0
ENSG90000001196	null_or_subject_noise	0.0
ENSG90000001197	null_or_subject_noise	0.0
ENSG90000001198	null_or_subject_noise	0.0
ENSG90000001199	null_or_subject_noise	0.0
ENSG90000001200	null_or_subject_noise	0.0
ENSG90000001201	null_or_subject_noise	0.0
ENSG90000001202	null_or_subject_noise	0.0
ENSG90000001203	null_or_subject_noise	0.0
ENSG90000001204	null_or_subject_noise	0.0
ENSG90000001205	null_or_subject_noise	0.0
ENSG90000001206	null_or_subject_noise	0.0
ENSG90000001207	null_or_subject_noise	0.0
ENSG90000001208	null_or_subject_noise	0.0
ENSG90000001209	null_or_subject_noise	0.0
ENSG90000001210	null_or_subject_noise	0.0
ENSG90000001211	null_or_subject_noise	0.0
ENSG90000001212	null_or_subject_noise	0.0
ENSG90000001213	null_or_subject_noise	0.0
ENSG90000001214	null_or_subject_noise	0.0
ENSG90000001215	null_or_subject_noise	0.0
ENSG90000001216	null_or_subject_noise	0.0
ENSG90000001217	null_or_subject_noise	0.0
ENSG90000001218	null_or_subject_noise	0.0
ENSG90000001219	null_or_subject_noise	0.0
ENSG90000001220	null_or_subject_noise	0.0
ENSG90000001221	null_or_subject_noise	0.0
ENSG90000001222	null_or_subject_noise	0.0
ENSG90000001223	null_or_subject_noise	0.0
ENSG90000001224	null_or_subject_noise	0.0
ENSG90000001225	null_or_subject_noise	0.0
ENSG90000001226	null_or_subject_noise	0.0
ENSG90000001227	null_or_subject_noise	0.0
ENSG90000001228	null_or_subject_noise	0.0
ENSG90000001229	null_or_subject_noise	0.0
ENSG90000001230	null_or_subject_noise	0.0
ENSG90000001231	null_or_subject_noise	0.0
ENSG90000001232	null_or_subject_noise	0.0
ENSG90000001233	null_or_subject_noise	0.0
ENSG90000001234	null_or_subject_noise	0.0
ENSG90000001235	null_or_subject_noise	0.0
ENSG90000001236	null_or_subject_noise	0.0
ENSG90000001237	null_or_subject_noise	0.0
ENSG90000001238	null_or_subject_noise	0.0
ENSG90000001239	null_or_subject_noise	0.0
ENSG90000001240	null_or_subject_noise	0.0
ENSG90000001241	null_or_subject_noise	0.0
ENSG90000001242	null_or_subject_noise	0.0
ENSG90000001243	null_or_subject_noise	0.0
ENSG90000001244	null_or_subject_noise	0.0
ENSG90000001245	null_or_subject_noise	0.0
ENSG90000001246	null_or_subject_noise	0.0
ENSG90000001247	null_or_subject_noise	0.0
ENSG90000001248	null_or_subject_noise	0.0
ENSG90000001249	null_or_subject_noise	0.0
ENSG90000001250	null_or_subject_noise	0.0
ENSG90000001251	null_or_subject_noise	0.0
ENSG90000001252	null_or_subject_noise	0.0
ENSG90000001253	null_or_subject_noise	0.0
ENSG90000001254	null_or_subject_noise	0.0
ENSG90000001255	null_or_subject_noise	0.0
ENSG90000001256	null_or_subject_noise	0.0
ENSG90000001257	null_or_subject_noise	0.0
ENSG90000001258	null_or_subject_noise	0.0
ENSG90000001259	null_or_subject_noise	0.0
ENSG90000001260	null_or_subject_noise	0.0
ENSG90000001261	null_or_subject_noise	0.0
ENSG90000001262	null_or_subject_noise	0.0
ENSG90000001263	null_or_subject_noise	0.0
ENSG90000001264	null_or_subject_noise	0.0
ENSG90000001265	null_or_subject_noise	0.0
ENSG90000001266	null_or_subject_noise	0.0
ENSG90000001267	null_or_subject_noise	0.0
ENSG90000001268	null_or_subject_noise	0.0
ENSG90000001269	null_or_subject_noise	0.0
ENSG90000001270	null_or_subject_noise	0.0
ENSG90000001271	null_or_subject_noise	0.0
ENSG90000001272	null_or_subject_noise	0.0
ENSG90000001273	null_or_subject_noise	0.0
ENSG90000001274	null_or_subject_noise	0.0
ENSG90000001275	null_or_subject_noise	0.0
ENSG90000001276	null_or_subject_noise	0.0
ENSG90000001277	null_or_subject_noise	0.0
ENSG90000001278	null_or_subject_noise	0.0
ENSG90000001279	null_or_subject_noise	0.0
ENSG90000001280	null_or_subject_noise	0.0
ENSG90000001281	null_or_subject_noise	0.0
ENSG90000001282	null_or_subject_noise	0.0
ENSG90000001283	null_or_subject_noise	0.0
ENSG90000001284	null_or_subject_noise	0.0
ENSG90000001285	null_or_subject_noise	0.0
ENSG90000001286	null_or_subject_noise	0.0
ENSG90000001287	null_or_subject_noise	0.0
ENSG90000001288	null_or_subject_noise	0.0
ENSG90000001289	null_or_subject_noise	0.0
ENSG90000001290	null_or_subject_noise	0.0
ENSG90000001291	null_or_subject_noise	0.0
ENSG90000001292	null_or_subject_noise	0.0
ENSG90000001293	null_or_subject_noise	0.0
ENSG90000001294	null_or_subject_noise	0.0
ENSG90000001295	null_or_subject_noise	0.0
ENSG90000001296	null_or_subject_noise	0.0
ENSG90000001297	null_or_subject_noise	0.0
ENSG90000001298	null_or_subject_noise	0.0
ENSG90000001299	null_or_subject_noise	0.0
ENSG90000001300	null_or_subject_noise	0.0
ENSG90000001301	null_or_subject_noise	0.0
ENSG90000001302	null_or_subject_noise	0.0
ENSG90000001303	null_or_subject_noise	0.0
